2016-04-24,1.3430767608673577
2016-04-25,1.7761064904743553
2016-04-26,2.3936070498520436
2016-04-27,1.9823288346833912
2016-04-28,1.6990687320133404
2016-04-29,1.681958178622307
2016-04-30,1.1030011597591292
2016-05-01,1.0566872473803788
2016-05-02,0.7873922224834061
2016-05-03,0.8519574728826331
2016-05-04,0.8002319784696689
2016-05-05,0.6294336488734769
2016-05-06,1.0093164869962556
2016-05-07,1.3892390214049224
2016-05-08,1.3759937993402136
2016-05-09,1.7526235904118412
2016-05-10,0.9162821214610776
2016-05-11,0.8471485687145123
2016-05-12,0.750949625565706
2016-05-13,0.8977803636493247
2016-05-14,0.9065192372565904
2016-05-15,0.6789221044269483
2016-05-16,-0.22849146879369084
2016-05-17,-1.2787590197409728
2016-05-18,-1.7485370264964113
2016-05-19,-2.9053259174989967
2016-05-20,-2.9079548807561557
2016-05-21,-2.8820338461249575
2016-05-22,-3.063426926935824
2016-05-23,-3.091114054681822
2016-05-24,-3.088558001907591
2016-05-25,-3.1782295574823016
2016-05-26,-3.2241510178011037
2016-05-27,-2.4991021253454604
2016-05-28,-2.7358884816555507
2016-05-29,-3.6815216313537564
2016-05-30,-3.6955796930957256
2016-05-31,-3.7429568328271903
2016-06-01,-3.6296363697190777
2016-06-02,-3.509919902215829
2016-06-03,-3.238483998109819
2016-06-04,-3.2360891437863786
2016-06-05,-2.9184400656419514
2016-06-06,-2.793701305452419
2016-06-07,-2.970467218766699
2016-06-08,-2.8479781000295206
2016-06-09,-2.715451190740026
2016-06-10,-2.453942061817265
2016-06-11,-2.244888467546752
2016-06-12,-1.8294650591911494
2016-06-13,-1.8541984946507166
2016-06-14,-2.0867679709212337
2016-06-15,-2.0054007725207175
2016-06-16,-1.8588689004617764
2016-06-17,-1.8297368741178521
2016-06-18,-1.7600437039295656
2016-06-19,-1.640634719665776
2016-06-20,-1.931738062761934
2016-06-21,-1.9378505519292617
2016-06-22,-2.174958883535289
2016-06-23,-2.003947180606471
2016-06-24,-1.617773785827088
2016-06-25,-1.5366855981249448
2016-06-26,-1.6653109369425136
2016-06-27,-1.7214557598587092
2016-06-28,-1.64168168137068
2016-06-29,-1.6228862999905587
2016-06-30,-1.496560066344983
2016-07-01,-1.4037581317868517
2016-07-02,-1.0879894312505565
2016-07-03,-1.1032217425185251
2016-07-04,-0.8540155737690728
2016-07-05,-0.737273313311533
2016-07-06,-0.6029254431325647
2016-07-07,-0.7747549903245524
2016-07-08,-0.8436214134199163
2016-07-09,-0.8743103634267457
2016-07-10,-0.8768402525549754
2016-07-11,-1.078898099805706
2016-07-12,-0.8372381634621202
2016-07-13,-0.7310930994991763
2016-07-14,-0.5926970960624226
2016-07-15,-0.6760883100883976
2016-07-16,-0.5634719373690565
2016-07-17,-0.14502949272404672
2016-07-18,0.007331434879217503
2016-07-19,0.11970697095906979
2016-07-20,0.4178928767896314
2016-07-21,0.30524789013379044
2016-07-22,0.7034479367911717
2016-07-23,1.5471743613643687
2016-07-24,2.3898081506604836
2016-07-25,2.9196185070526077
2016-07-26,3.3367340675981474
2016-07-27,3.464862638829222
2016-07-28,3.553972412588311
2016-07-29,3.6515114456966122
2016-07-30,3.5477367389695633
2016-07-31,3.380902322248034
2016-08-01,3.2049755183056936
2016-08-02,3.014508952239496
2016-08-03,3.0090172168983544
2016-08-04,2.954611291243285
2016-08-05,2.846805243203757
2016-08-06,2.8127507212314415
2016-08-07,2.708574905091161
2016-08-08,2.604373612324762
2016-08-09,2.4726259292621386
2016-08-10,2.3570344244115677
2016-08-11,2.302975040200247
2016-08-12,2.2435889324118095
2016-08-13,2.0865219359213403
2016-08-14,2.005885765357124
2016-08-15,1.7504437371830843
2016-08-16,1.6672110662688155
2016-08-17,1.5406069794557147
2016-08-18,1.5062374211855052
2016-08-19,1.3817146486901202
